CIN,Company Name,Company Status,RoC,Registration Number,Company Category,Company Sub Category,Class of Company,Date of Incorporation,Age of Company,Activity,Number of Members,LLP Identification Number,Main division of business activity to be carried out in India,Description of main division,Number Of Partners,Number of Designated Partners,Unnamed: 0
U45309MH2016PTC283977,SAITEJ INFRA PRIVATE LIMITED,Active,RoC-Mumbai,283977,Company limited by Shares,Non-govt company,Private,21 July 2016,"5 years, 8 month, 4 days","Building installation [ These activities are usually performed at the site of construction, although parts of the job may be carried out in a special shop. Repair of installations are also included in the corresponding sub-classes.]  Click here to see other companies involved in same activity.",-,,,,,,
U74999PN2020OPC191640,SAITEJ SECURITY & LABOUR SERVICES (OPC) PRIVATE LIMITED,Active,RoC-Pune,191640,Company limited by Shares,Non-govt company,Private(One Person Company),02 July 2020,"1 years, 8 month, 23 days",Business activities n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
U74999TG2019PTC132243,SAITEJA CONSULTING SERVICES PRIVATE LIMITED,Active,RoC-Hyderabad,132243,Company limited by Shares,Non-govt company,Private,23 April 2019,"2 years, 11 month, 2 days",Business activities n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
U25190TG2010PTC069965,SAITEJA ENTERPRISES PRIVATE LIMITED,Active,RoC-Hyderabad,69965,Company limited by Shares,Non-govt company,Private,12 August 2010,"11 years, 7 month, 13 days",Manufacture of rubber products  Click here to see other companies involved in same activity.,-,,,,,,
U92490TN2020PTC140279,SAITEJA SHREE FILMS PRIVATE LIMITED,Active,RoC-Chennai,140279,Company limited by Shares,Non-govt company,Private,22 December 2020,"1 years, 3 month, 3 days",Sporting and other recreational activities  Click here to see other companies involved in same activity.,-,,,,,,
U24222TG2014PTC092915,SAITEK PAINTS PRIVATE LIMITED,Active,RoC-Hyderabad,92915,Company limited by Shares,Non-govt company,Private,13 February 2014,"8 years, 1 month, 12 days",Manufacture of other chemical products  Click here to see other companies involved in same activity.,-,,,,,,
U64120UP2017PTC097523,SAITELCOMP PRIVATE LIMITED,Active,RoC-Kanpur,97523,Company limited by Shares,Non-govt company,Private,04 October 2017,"4 years, 5 month, 21 days",Post and courier activities  Click here to see other companies involved in same activity.,-,,,,,,
U74999TG2020PTC143830,SAITOL HOSPITALITY SOLUTIONS PRIVATE LIMITED,Active,RoC-Hyderabad,143830,Company limited by Shares,Non-govt company,Private,12 September 2020,"1 years, 6 month, 13 days",Business activities n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
U80300MH2021NPL360446,SAITRACK FOUNDATION,Active,RoC-Mumbai,360446,Company limited by Shares,Non-govt company,Private,15 May 2021,"0 years, 10 month, 10 days",Higher education [Includes post-secondary/senior secondary sub-degree level education that leads to university degree or equivalent.]  Click here to see other companies involved in same activity.,-,,,,,,
U45203KA2014PTC075696,SAITRISHA INFRAENGINEERS PRIVATE LIMITED,Active,RoC-Bangalore,75696,Company limited by Shares,Non-govt company,Private,07 August 2014,"7 years, 7 month, 18 days",Building of complete constructions or parts thereof; civil engineering  Click here to see other companies involved in same activity.,-,,,,,,
U51909HR2020PTC088141,SAITRISTAR GLOBAL SOLUTIONS PRIVATE LIMITED,Active,RoC-Delhi,88141,Company limited by Shares,Non-govt company,Private,06 August 2020,"1 years, 7 month, 19 days",Other wholesale [Includes specialized wholesale not covered in any one of the previous categories and wholesale in a variety of goods without any particular specialization.]  Click here to see other companies involved in same activity.,-,,,,,,
U29199MH2006PTC163374,SAITRON ENGINEERS PRIVATE LIMITED,Active,RoC-Mumbai,163374,Company limited by Shares,Non-govt company,Private,28 July 2006,"15 years, 7 month, 28 days",Manufacture of general purpose machinery  Click here to see other companies involved in same activity.,-,,,,,,
U72200DL2008PTC184251,SAITRONIC INFOTECH PRIVATE LIMITED,Active,RoC-Delhi,184251,Company limited by Shares,Non-govt company,Private,15 October 2008,"13 years, 5 month, 10 days","Software publishing, consultancy and supply [Software publishing includes production, supply and documentation of ready-made (non-customized) software, operating systems software, business & other applications software, computer games software for all platforms. Consultancy includes providing the best solution in the form of custom software after analyzing the user?s needs and problems. Custom software also includes made-to-order software based on orders from specific users. Also, included are writing of software of any kind following directives of the users; software maintenance, web-page design].  Click here to see other companies involved in same activity.",-,,,,,,
U74140DL2008PTC179973,SAITRUST CONSULTANTS PRIVATE LIMITED,Active,RoC-Delhi,179973,Company limited by Shares,Non-govt company,Private,24 June 2008,"13 years, 9 month, 1 days","Legal, accounting, book-keeping and auditing activities; tax consultancy; market research and public opinion polling; business and management consultancy  Click here to see other companies involved in same activity.",-,,,,,,
U72900KL2022PTC073266,SAIV BUSINESS SOLUTIONS PRIVATE LIMITED,Active,RoC-Ernakulam,73266,Company limited by Shares,Non-govt company,Private,04 January 2022,"0 years, 2 month, 21 days",Other computer related activities [for example maintenance of websites of other firms/ creation of multimedia presentations for other firms etc.]  Click here to see other companies involved in same activity.,-,,,,,,
U74900TN2014PTC097807,SAIVA PHARMACY PRIVATE LIMITED,Active,RoC-Chennai,97807,Company limited by Shares,Non-govt company,Private,24 October 2014,"7 years, 5 month, 1 days",Business activities n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
U28999GJ2021PTC119549,SAIVA ULTIMATE ADVANCED SYSTEMS PRIVATE LIMITED,Active,RoC-Ahmedabad,119549,Company limited by Shares,Non-govt company,Private,18 January 2021,"1 years, 2 month, 7 days",Manufacture of other fabricated metal products; metal working service activities  Click here to see other companies involved in same activity.,-,,,,,,
U51909TZ2018PTC030191,SAIVAARU HYGIENE PRIVATE LIMITED,Active,RoC-Coimbatore,30191,Company limited by Shares,Non-govt company,Private,19 March 2018,"4 years, 0 month, 6 days",Other wholesale [Includes specialized wholesale not covered in any one of the previous categories and wholesale in a variety of goods without any particular specialization.]  Click here to see other companies involved in same activity.,-,,,,,,
U70200CT2011PTC022334,SAIVAIBHAV INFRAREALTIES PRIVATE LIMITED,Active,RoC-Chhattisgarh,22334,Company limited by Shares,Non-govt company,Private,24 February 2011,"11 years, 1 month, 1 days","Real estate activities on a fee or contract basis. [This class includes buying, selling, renting managing and appraising real estate on a fee or contract basis. This class also includes the service activities provided by Munshi.]  Click here to see other companies involved in same activity.",-,,,,,,
U45200TG2020PTC142037,SAIVAIBHAV INFRATECH PRIVATE LIMITED,Active,RoC-Hyderabad,142037,Company limited by Shares,Non-govt company,Private,22 July 2020,"1 years, 8 month, 3 days",Building of complete constructions or parts thereof; civil engineering  Click here to see other companies involved in same activity.,-,,,,,,
U45500OR2017PTC026348,SAIVAISHNAVI EXCELLENCE PRIVATE LIMITED,Active,RoC-Cuttack,26348,Company limited by Shares,Non-govt company,Private,03 February 2017,"5 years, 1 month, 22 days",Renting of construction or demolition equipment with operator [Renting of machinery and equipment without operator is classified under Division 71]  Click here to see other companies involved in same activity.,-,,,,,,
U01100MH2019PTC327344,SAIVAN AGRO PRIVATE LIMITED,Active,RoC-Mumbai,327344,Company limited by Shares,Non-govt company,Private,27 June 2019,"2 years, 8 month, 28 days",Growing of crops; market gardening; horticulture  Click here to see other companies involved in same activity.,-,,,,,,
U51909DL2005PTC138747,SAIVANA EXPORTS PRIVATE LIMITED,Active,RoC-Delhi,138747,Company limited by Shares,Non-govt company,Private,15 July 2005,"16 years, 8 month, 10 days",Other wholesale [Includes specialized wholesale not covered in any one of the previous categories and wholesale in a variety of goods without any particular specialization.]  Click here to see other companies involved in same activity.,-,,,,,,
U45309UP2016PTC085767,SAIVANDANA ASSOCIATES PRIVATE LIMITED,Active,RoC-Kanpur,85767,Company limited by Shares,Non-govt company,Private,22 August 2016,"5 years, 7 month, 3 days","Building installation [ These activities are usually performed at the site of construction, although parts of the job may be carried out in a special shop. Repair of installations are also included in the corresponding sub-classes.]  Click here to see other companies involved in same activity.",-,,,,,,
U74999TG2018PTC123478,SAIVANI RMC PRIVATE LIMITED,Active,RoC-Hyderabad,123478,Company limited by Shares,Non-govt company,Private,02 April 2018,"3 years, 11 month, 23 days",Business activities n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
U85110AP2013PTC087898,SAIVASUJA HEALTHCARE PRIVATE LIMITED,Active,RoC-Vijayawada,87898,Company limited by Shares,Non-govt company,Private,24 May 2013,"8 years, 10 month, 1 days",Human health activities  Click here to see other companies involved in same activity.,-,,,,,,
U74900MP2014PTC032726,SAIVATIKA HOSTELS PRIVATE LIMITED,Active,RoC-Gwalior,32726,Company limited by Shares,Non-govt company,Private,31 May 2014,"7 years, 9 month, 25 days",Business activities n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
U74999TN2020PTC139801,SAIVEGA SKILLS PRIVATE LIMITED,Active,RoC-Chennai,139801,Company limited by Shares,Non-govt company,Private,02 December 2020,"1 years, 3 month, 23 days",Business activities n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
U70100KA2014PTC075077,SAIVEN DEVELOPERS AND CONSTRUCTIONS PRIVATE LIMITED,Active,RoC-Bangalore,75077,Company limited by Shares,Non-govt company,Private,26 June 2014,"7 years, 8 month, 29 days","Real estate activities with own or leased property. [This class includes buying, selling, renting and operating of self-owned or leased real estate such as apartment building and dwellings, non-residential buildings, developing and subdividing real estate into lots etc. Also included are development and sale of land and cemetery lots, operating of apartment hotels and residential mobile home sites.(Development on own account involving construction is classified in class 4520).]  Click here to see other companies involved in same activity.",-,,,,,,
U45200KA2011PTC061451,SAIVEN DEVELOPERS PRIVATE LIMITED,Active,RoC-Bangalore,61451,Company limited by Shares,Non-govt company,Private,01 December 2011,"10 years, 3 month, 24 days",Building of complete constructions or parts thereof; civil engineering  Click here to see other companies involved in same activity.,-,,,,,,
U01113KA2019PTC120970,SAIVENKATARANGA AGRO PRIVATE LIMITED,Active,RoC-Bangalore,120970,Company limited by Shares,Non-govt company,Private,31 January 2019,"3 years, 1 month, 25 days",Growing of crops; market gardening; horticulture  Click here to see other companies involved in same activity.,-,,,,,,
U51909DL2003PTC118950,SAIVI IMPEX PRIVATE LIMITED,Active,RoC-Delhi,118950,Company limited by Shares,Non-govt company,Private,14 February 2003,"19 years, 1 month, 11 days",Other wholesale [Includes specialized wholesale not covered in any one of the previous categories and wholesale in a variety of goods without any particular specialization.]  Click here to see other companies involved in same activity.,-,,,,,,
U51909TZ2012PTC018384,SAIVI SEEDS PRIVATE LIMITED,Active,RoC-Coimbatore,18384,Company limited by Shares,Non-govt company,Private,15 June 2012,"9 years, 9 month, 10 days",Other wholesale [Includes specialized wholesale not covered in any one of the previous categories and wholesale in a variety of goods without any particular specialization.]  Click here to see other companies involved in same activity.,-,,,,,,
U01110PN2021PTC201958,SAIVIDISHA SEEDS AND AGRO PRODUCTS PRIVATE LIMITED,Active,RoC-Pune,201958,Company limited by Shares,Non-govt company,Private,22 June 2021,"0 years, 9 month, 3 days",Growing of crops; market gardening; horticulture  Click here to see other companies involved in same activity.,-,,,,,,
U27320KA2004PTC034423,SAIVIJAY PRAGATI STEEL UDYOG PRIVATE LIMITED,Active,RoC-Bangalore,34423,Company limited by Shares,Non-govt company,Private,02 August 2004,"17 years, 7 month, 23 days","Casting of metals [This group includes casting finished or semi-finished products producing a variety of goods, all characteristic of other activity classes]  Click here to see other companies involved in same activity.",-,,,,,,
